inspection_id,corridor_id,km_milestone,damage_class,pothole_depth_cm,crack_length_m,debris_volume_cum,severity_tier,recommended_action,ai_confidence_pct,reported_by_agent,requires_pwd_validation,lat,lon
INS-DMG-2148,SEG-02,118.5,Longitudinal / Transverse Crack,7.6,6.3,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.5,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-2149,SEG-03,98.0,Debris / Rockfall Deposit,6.0,14.0,11.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.2,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-2150,SEG-15,6.6,Pothole,11.6,0.5,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.4,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-2151,SEG-15,74.6,Debris / Rockfall Deposit,2.5,24.1,169.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.7,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-2152,SEG-16,112.5,Debris / Rockfall Deposit,4.7,25.7,18.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2153,SEG-10,66.5,Pothole,18.5,0.9,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.2,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2154,SEG-11,68.3,Debris / Rockfall Deposit,0.4,27.8,71.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.5,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-2155,SEG-02,8.3,Pothole,9.6,1.1,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.8,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-2156,SEG-10,33.6,Pothole,9.5,1.0,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.2,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-2157,SEG-01,37.8,Debris / Rockfall Deposit,2.0,28.9,21.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.9,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-2158,SEG-13,107.0,Pothole,6.9,1.0,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.2,NERALIS-EdgeVision-v2.4,False,27.52,88.58
INS-DMG-2159,SEG-11,120.6,Pothole,8.1,0.5,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.7,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-2160,SEG-13,107.8,Longitudinal / Transverse Crack,2.3,14.0,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.4,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-2161,SEG-04,136.9,Debris / Rockfall Deposit,3.6,39.1,39.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.4,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-2162,SEG-15,20.1,Pothole,7.3,0.8,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.3,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-2163,SEG-08,79.5,Longitudinal / Transverse Crack,5.4,13.2,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.2,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-2164,SEG-04,47.5,Intact / Minor Surface Wear,0.1,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.4,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-2165,SEG-05,52.4,Intact / Minor Surface Wear,0.7,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.7,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-2166,SEG-16,9.0,Washout / Roadbed Erosion,47.2,50.8,32.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2167,SEG-10,71.2,Pothole,16.8,1.7,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.7,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2168,SEG-12,87.9,Washout / Roadbed Erosion,109.1,36.4,20.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.1,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-2169,SEG-16,131.7,Pothole,21.3,1.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.8,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2170,SEG-01,46.1,Pothole,21.4,0.5,0.5,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.6,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-2171,SEG-16,94.3,Washout / Roadbed Erosion,35.9,42.2,16.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.6,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2172,SEG-12,41.6,Pothole,11.5,1.0,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.3,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-2173,SEG-04,41.1,Debris / Rockfall Deposit,7.1,32.3,96.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.3,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-2174,SEG-11,24.6,Longitudinal / Transverse Crack,1.5,4.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.9,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-2175,SEG-01,6.5,Washout / Roadbed Erosion,30.5,9.7,6.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.9,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-2176,SEG-06,22.5,Pothole,8.4,0.3,0.5,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,97.2,NERALIS-EdgeVision-v2.4,False,25.8,93.95
INS-DMG-2177,SEG-01,118.0,Debris / Rockfall Deposit,2.8,21.3,118.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,98.8,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-2178,SEG-10,128.9,Pothole,15.3,0.9,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.0,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2179,SEG-07,98.3,Longitudinal / Transverse Crack,2.5,8.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,91.9,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-2180,SEG-08,111.6,Debris / Rockfall Deposit,3.3,35.0,97.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.4,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-2181,SEG-07,50.9,Longitudinal / Transverse Crack,2.9,3.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.9,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-2182,SEG-03,102.1,Longitudinal / Transverse Crack,4.7,15.3,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.5,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-2183,SEG-02,125.3,Longitudinal / Transverse Crack,7.7,12.2,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.6,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-2184,SEG-02,66.7,Intact / Minor Surface Wear,0.3,0.0,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.4,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-2185,SEG-10,90.7,Debris / Rockfall Deposit,2.3,13.4,23.0,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.5,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2186,SEG-10,57.4,Pothole,21.6,1.7,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.8,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2187,SEG-13,134.5,Longitudinal / Transverse Crack,5.7,13.9,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,92.3,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-2188,SEG-10,60.1,Pothole,12.5,1.8,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.8,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2189,SEG-05,110.2,Pothole,17.5,0.8,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.3,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2190,SEG-01,88.6,Pothole,21.9,1.4,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.2,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-2191,SEG-05,13.5,Pothole,10.3,1.0,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.5,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-2192,SEG-09,77.7,Pothole,12.8,0.8,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,96.6,NERALIS-EdgeVision-v2.4,True,24.8,93.45
INS-DMG-2193,SEG-08,98.6,Washout / Roadbed Erosion,44.0,33.5,28.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.9,NERALIS-EdgeVision-v2.4,True,25.72,93.88
INS-DMG-2194,SEG-16,105.4,Debris / Rockfall Deposit,6.5,40.0,165.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.9,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2195,SEG-05,121.7,Longitudinal / Transverse Crack,7.3,17.3,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.6,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2196,SEG-16,38.8,Pothole,14.6,1.0,0.0,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.0,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2197,SEG-12,21.1,Intact / Minor Surface Wear,1.3,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.3,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-2198,SEG-04,34.4,Intact / Minor Surface Wear,0.9,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.1,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-2199,SEG-13,116.0,Longitudinal / Transverse Crack,6.9,3.7,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.3,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-2200,SEG-04,25.0,Pothole,6.1,1.7,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,90.3,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-2201,SEG-07,71.1,Debris / Rockfall Deposit,6.6,15.1,145.8,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.1,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-2202,SEG-07,132.2,Debris / Rockfall Deposit,8.2,10.9,160.9,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.3,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-2203,SEG-02,102.5,Washout / Roadbed Erosion,76.3,47.1,5.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.3,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-2204,SEG-05,14.1,Longitudinal / Transverse Crack,4.2,15.1,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.0,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2205,SEG-10,43.3,Longitudinal / Transverse Crack,3.5,11.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.3,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2206,SEG-03,114.5,Longitudinal / Transverse Crack,2.3,8.3,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.8,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-2207,SEG-16,40.6,Intact / Minor Surface Wear,0.2,0.5,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.8,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-2208,SEG-16,102.0,Debris / Rockfall Deposit,4.0,26.0,176.1,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,95.4,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2209,SEG-11,5.8,Longitudinal / Transverse Crack,2.9,2.6,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,88.2,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-2210,SEG-15,28.4,Pothole,14.6,1.2,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.9,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-2211,SEG-02,83.0,Intact / Minor Surface Wear,0.0,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.6,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-2212,SEG-05,94.8,Intact / Minor Surface Wear,1.9,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.8,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-2213,SEG-10,55.0,Pothole,20.6,1.1,0.5,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,91.6,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2214,SEG-03,110.9,Debris / Rockfall Deposit,4.7,22.8,11.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.4,NERALIS-EdgeVision-v2.4,True,25.12,92.36
INS-DMG-2215,SEG-01,34.9,Debris / Rockfall Deposit,6.1,4.4,49.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.4,NERALIS-EdgeVision-v2.4,True,26.18,92.12
INS-DMG-2216,SEG-05,86.2,Debris / Rockfall Deposit,4.7,39.4,74.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.3,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2217,SEG-06,105.3,Washout / Roadbed Erosion,74.3,13.7,25.3,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,96.3,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-2218,SEG-09,68.3,Pothole,9.9,1.6,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.2,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-2219,SEG-09,103.3,Intact / Minor Surface Wear,0.2,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.2,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-2220,SEG-16,114.3,Pothole,17.7,1.8,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,94.0,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2221,SEG-04,78.8,Longitudinal / Transverse Crack,3.6,16.0,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,86.4,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-2222,SEG-01,82.8,Pothole,11.3,1.3,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.7,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-2223,SEG-05,76.7,Pothole,19.4,1.1,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,92.8,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2224,SEG-15,94.1,Intact / Minor Surface Wear,0.3,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.5,NERALIS-EdgeVision-v2.4,False,26.75,94.95
INS-DMG-2225,SEG-14,51.6,Debris / Rockfall Deposit,2.7,14.1,32.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.6,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-2226,SEG-02,20.5,Pothole,5.8,0.8,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.3,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-2227,SEG-07,94.7,Pothole,15.9,0.4,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,93.9,NERALIS-EdgeVision-v2.4,True,25.15,94.02
INS-DMG-2228,SEG-12,64.0,Washout / Roadbed Erosion,83.1,44.4,13.7,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,92.8,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-2229,SEG-14,85.2,Pothole,9.3,0.8,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.9,NERALIS-EdgeVision-v2.4,False,26.6,93.4
INS-DMG-2230,SEG-15,130.7,Longitudinal / Transverse Crack,2.8,5.8,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.4,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-2231,SEG-14,101.9,Debris / Rockfall Deposit,2.3,11.2,108.2,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,97.9,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-2232,SEG-13,68.0,Longitudinal / Transverse Crack,3.1,11.7,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.0,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-2233,SEG-05,91.3,Longitudinal / Transverse Crack,1.5,7.3,0.0,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.6,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2234,SEG-02,64.3,Pothole,10.2,0.5,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.7,NERALIS-EdgeVision-v2.4,False,25.75,91.88
INS-DMG-2235,SEG-12,22.6,Pothole,18.5,1.7,0.2,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,95.9,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-2236,SEG-04,74.5,Pothole,7.0,0.6,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.1,NERALIS-EdgeVision-v2.4,False,27.26,92.42
INS-DMG-2237,SEG-01,91.3,Pothole,5.6,0.9,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.4,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-2238,SEG-16,44.8,Pothole,4.4,0.8,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.3,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-2239,SEG-12,64.5,Pothole,8.2,1.5,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.6,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-2240,SEG-01,134.3,Intact / Minor Surface Wear,0.8,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.8,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-2241,SEG-10,3.3,Pothole,10.0,0.8,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,93.1,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-2242,SEG-12,20.1,Pothole,11.7,1.1,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.6,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-2243,SEG-01,62.2,Pothole,7.3,1.5,0.1,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.6,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-2244,SEG-05,42.9,Longitudinal / Transverse Crack,7.8,2.4,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,85.9,NERALIS-EdgeVision-v2.4,True,27.51,92.1
INS-DMG-2245,SEG-16,119.8,Pothole,14.9,1.6,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.5,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2246,SEG-10,116.0,Pothole,16.9,1.5,0.1,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.5,NERALIS-EdgeVision-v2.4,True,24.2,92.15
INS-DMG-2247,SEG-13,77.0,Pothole,19.0,1.8,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,89.6,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-2248,SEG-15,107.9,Debris / Rockfall Deposit,1.5,37.8,179.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,94.8,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-2249,SEG-12,90.4,Longitudinal / Transverse Crack,6.9,5.6,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,89.4,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-2250,SEG-05,76.5,Intact / Minor Surface Wear,0.2,0.3,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,92.3,NERALIS-EdgeVision-v2.4,False,27.51,92.1
INS-DMG-2251,SEG-04,114.3,Debris / Rockfall Deposit,2.7,34.8,65.5,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.8,NERALIS-EdgeVision-v2.4,True,27.26,92.42
INS-DMG-2252,SEG-12,88.8,Pothole,4.1,0.5,0.3,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,98.0,NERALIS-EdgeVision-v2.4,False,27.1,88.48
INS-DMG-2253,SEG-14,15.5,Longitudinal / Transverse Crack,1.4,7.5,0.1,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,90.4,NERALIS-EdgeVision-v2.4,True,26.6,93.4
INS-DMG-2254,SEG-10,2.9,Pothole,8.7,0.4,0.4,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.3,NERALIS-EdgeVision-v2.4,False,24.2,92.15
INS-DMG-2255,SEG-13,106.3,Intact / Minor Surface Wear,0.3,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.1,NERALIS-EdgeVision-v2.4,False,27.52,88.58
INS-DMG-2256,SEG-09,14.8,Pothole,11.2,0.8,0.2,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,91.9,NERALIS-EdgeVision-v2.4,False,24.8,93.45
INS-DMG-2257,SEG-16,83.2,Intact / Minor Surface Wear,1.8,0.2,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,96.5,NERALIS-EdgeVision-v2.4,False,25.18,92.85
INS-DMG-2258,SEG-02,20.5,Pothole,20.7,0.9,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,88.0,NERALIS-EdgeVision-v2.4,True,25.75,91.88
INS-DMG-2259,SEG-13,89.6,Debris / Rockfall Deposit,3.7,7.1,86.4,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.3,NERALIS-EdgeVision-v2.4,True,27.52,88.58
INS-DMG-2260,SEG-11,27.1,Debris / Rockfall Deposit,6.3,39.7,30.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,93.3,NERALIS-EdgeVision-v2.4,True,23.45,92.74
INS-DMG-2261,SEG-01,61.2,Intact / Minor Surface Wear,1.8,0.4,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,94.8,NERALIS-EdgeVision-v2.4,False,26.18,92.12
INS-DMG-2262,SEG-06,108.4,Pothole,15.3,1.1,0.3,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,92.5,NERALIS-EdgeVision-v2.4,True,25.8,93.95
INS-DMG-2263,SEG-16,82.2,Pothole,21.3,1.2,0.4,TIER_2_MODERATE_HAZARD,SPEED_RESTRICTION_PWD_PATCHING,90.0,NERALIS-EdgeVision-v2.4,True,25.18,92.85
INS-DMG-2264,SEG-15,66.8,Longitudinal / Transverse Crack,2.6,7.2,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,87.5,NERALIS-EdgeVision-v2.4,True,26.75,94.95
INS-DMG-2265,SEG-11,59.1,Intact / Minor Surface Wear,1.1,0.1,0.0,TIER_1_ROUTINE_MONITORING,CONTINUE_NORMAL_OPERATION,95.9,NERALIS-EdgeVision-v2.4,False,23.45,92.74
INS-DMG-2266,SEG-12,18.2,Washout / Roadbed Erosion,65.0,52.8,15.6,TIER_3_CRITICAL_EMERGENCY,MANDATORY_CLOSURE_BRO_EARTHMOVER,99.3,NERALIS-EdgeVision-v2.4,True,27.1,88.48
INS-DMG-2267,SEG-14,47.4,Longitudinal / Transverse Crack,5.8,10.7,0.2,TIER_2_MODERATE_HAZARD,SEAL_CRACK_WATERPROOFING,95.0,NERALIS-EdgeVision-v2.4,True,26.6,93.4
