stream_id,corridor_id,timestamp,incline_tilt_deg,pore_pressure_kpa,acoustic_emission_db,precipitation_rate_mmh,surface_displacement_mm,ambient_temp_c,warning_state
TEL-00565,SEG-07,2026-08-31T12:34:38.400214,2.965,48.4,33.6,41.4,5.54,20.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00566,SEG-14,2026-08-31T12:37:02.400214,0.654,39.6,68.7,28.8,17.1,15.7,CRITICAL_SLOPE_MOVEMENT
TEL-00567,SEG-01,2026-08-31T12:39:26.400214,3.691,24.0,52.8,13.1,11.45,17.7,CRITICAL_SLOPE_MOVEMENT
TEL-00568,SEG-08,2026-08-31T12:41:50.400214,1.879,57.9,34.7,24.6,1.1,19.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00569,SEG-11,2026-08-31T12:44:14.400214,2.029,74.4,40.6,18.1,4.25,27.2,CRITICAL_SLOPE_MOVEMENT
TEL-00570,SEG-14,2026-08-31T12:46:38.400214,2.928,15.2,71.2,41.0,17.57,20.5,CRITICAL_SLOPE_MOVEMENT
TEL-00571,SEG-15,2026-08-31T12:49:02.400214,3.796,56.3,70.0,17.6,11.25,23.1,CRITICAL_SLOPE_MOVEMENT
TEL-00572,SEG-11,2026-08-31T12:51:26.400214,0.66,56.4,73.6,16.8,14.24,21.0,CRITICAL_SLOPE_MOVEMENT
TEL-00573,SEG-04,2026-08-31T12:53:50.400214,2.863,82.1,77.6,37.7,8.51,22.4,CRITICAL_SLOPE_MOVEMENT
TEL-00574,SEG-01,2026-08-31T12:56:14.400214,3.528,56.8,76.6,43.6,9.74,21.8,CRITICAL_SLOPE_MOVEMENT
TEL-00575,SEG-13,2026-08-31T12:58:38.400214,2.186,68.2,35.9,23.1,13.1,24.7,CRITICAL_SLOPE_MOVEMENT
TEL-00576,SEG-03,2026-08-31T13:01:02.400214,1.418,32.3,43.3,36.9,3.99,23.2,STABLE_NOMINAL
TEL-00577,SEG-15,2026-08-31T13:03:26.400214,0.693,28.7,55.6,1.1,14.82,25.8,CRITICAL_SLOPE_MOVEMENT
TEL-00578,SEG-15,2026-08-31T13:05:50.400214,3.126,81.8,34.4,17.8,17.41,22.1,CRITICAL_SLOPE_MOVEMENT
TEL-00579,SEG-14,2026-08-31T13:08:14.400214,0.431,51.2,75.0,4.2,1.41,20.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00580,SEG-14,2026-08-31T13:10:38.400214,4.128,30.5,49.9,2.8,17.84,25.9,CRITICAL_SLOPE_MOVEMENT
TEL-00581,SEG-09,2026-08-31T13:13:02.400214,0.472,50.9,52.2,1.4,11.88,22.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00582,SEG-02,2026-08-31T13:15:26.400214,1.534,66.0,32.6,10.7,0.94,23.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00583,SEG-10,2026-08-31T13:17:50.400214,0.934,53.2,54.9,14.0,6.87,28.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00584,SEG-12,2026-08-31T13:20:14.400214,3.616,34.8,52.2,24.7,10.53,25.7,CRITICAL_SLOPE_MOVEMENT
TEL-00585,SEG-10,2026-08-31T13:22:38.400214,3.432,73.2,69.5,39.2,11.89,17.7,CRITICAL_SLOPE_MOVEMENT
TEL-00586,SEG-09,2026-08-31T13:25:02.400214,1.326,63.9,53.1,16.0,8.08,18.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00587,SEG-14,2026-08-31T13:27:26.400214,4.157,22.0,38.3,21.9,12.6,27.7,CRITICAL_SLOPE_MOVEMENT
TEL-00588,SEG-15,2026-08-31T13:29:50.400214,4.036,41.9,37.8,38.5,6.37,23.1,CRITICAL_SLOPE_MOVEMENT
TEL-00589,SEG-11,2026-08-31T13:32:14.400214,0.612,66.5,47.6,37.3,8.28,16.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00590,SEG-10,2026-08-31T13:34:38.400214,0.101,30.0,34.8,29.0,0.66,15.9,STABLE_NOMINAL
TEL-00591,SEG-07,2026-08-31T13:37:02.400214,1.755,58.1,70.3,19.8,15.72,16.9,CRITICAL_SLOPE_MOVEMENT
TEL-00592,SEG-09,2026-08-31T13:39:26.400214,0.653,36.9,38.5,8.0,8.01,27.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00593,SEG-16,2026-08-31T13:41:50.400214,3.254,22.2,75.2,31.8,0.02,16.2,CRITICAL_SLOPE_MOVEMENT
TEL-00594,SEG-14,2026-08-31T13:44:14.400214,0.959,50.0,58.1,0.8,4.82,21.3,STABLE_NOMINAL
TEL-00595,SEG-07,2026-08-31T13:46:38.400214,0.123,36.2,53.3,2.6,13.75,16.1,CRITICAL_SLOPE_MOVEMENT
TEL-00596,SEG-12,2026-08-31T13:49:02.400214,3.063,73.1,66.4,1.3,6.51,21.2,CRITICAL_SLOPE_MOVEMENT
TEL-00597,SEG-06,2026-08-31T13:51:26.400214,1.645,29.4,73.3,40.9,7.88,18.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00598,SEG-09,2026-08-31T13:53:50.400214,0.409,29.1,44.6,9.0,11.39,16.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00599,SEG-04,2026-08-31T13:56:14.400214,1.488,76.3,76.0,18.0,8.56,18.2,CRITICAL_SLOPE_MOVEMENT
TEL-00600,SEG-06,2026-08-31T13:58:38.400214,2.783,35.4,32.9,43.6,13.41,14.5,CRITICAL_SLOPE_MOVEMENT
TEL-00601,SEG-12,2026-08-31T14:01:02.400214,2.062,20.2,69.4,13.2,16.63,25.3,CRITICAL_SLOPE_MOVEMENT
TEL-00602,SEG-01,2026-08-31T14:03:26.400214,3.133,46.3,36.9,39.0,15.83,22.0,CRITICAL_SLOPE_MOVEMENT
TEL-00603,SEG-13,2026-08-31T14:05:50.400214,2.118,29.8,48.6,29.2,0.2,15.3,STABLE_NOMINAL
TEL-00604,SEG-08,2026-08-31T14:08:14.400214,3.679,75.7,38.2,39.6,0.44,16.2,CRITICAL_SLOPE_MOVEMENT
TEL-00605,SEG-10,2026-08-31T14:10:38.400214,2.3,82.5,77.1,29.9,1.31,26.6,CRITICAL_SLOPE_MOVEMENT
TEL-00606,SEG-01,2026-08-31T14:13:02.400214,2.29,56.3,62.4,35.6,14.94,15.2,CRITICAL_SLOPE_MOVEMENT
TEL-00607,SEG-01,2026-08-31T14:15:26.400214,2.622,58.6,47.5,40.2,9.18,22.6,WARNING_ELEVATED_PORE_PRESSURE
TEL-00608,SEG-10,2026-08-31T14:17:50.400214,1.98,66.6,71.1,31.0,10.12,24.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00609,SEG-05,2026-08-31T14:20:14.400214,1.927,72.6,48.9,21.4,11.78,15.8,CRITICAL_SLOPE_MOVEMENT
TEL-00610,SEG-15,2026-08-31T14:22:38.400214,3.076,39.5,74.6,21.0,16.82,20.6,CRITICAL_SLOPE_MOVEMENT
TEL-00611,SEG-16,2026-08-31T14:25:02.400214,3.821,16.0,73.2,0.0,12.3,23.8,CRITICAL_SLOPE_MOVEMENT
TEL-00612,SEG-09,2026-08-31T14:27:26.400214,1.086,73.5,29.9,27.6,17.38,14.3,CRITICAL_SLOPE_MOVEMENT
TEL-00613,SEG-08,2026-08-31T14:29:50.400214,1.864,31.6,45.3,3.0,11.39,24.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00614,SEG-01,2026-08-31T14:32:14.400214,3.543,65.2,68.1,42.1,17.8,20.5,CRITICAL_SLOPE_MOVEMENT
TEL-00615,SEG-01,2026-08-31T14:34:38.400214,0.706,56.6,54.8,14.3,0.66,22.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00616,SEG-04,2026-08-31T14:37:02.400214,3.26,60.9,52.8,18.8,1.09,23.1,CRITICAL_SLOPE_MOVEMENT
TEL-00617,SEG-15,2026-08-31T14:39:26.400214,1.283,63.6,36.7,24.6,16.15,15.5,CRITICAL_SLOPE_MOVEMENT
TEL-00618,SEG-02,2026-08-31T14:41:50.400214,0.449,35.7,29.2,31.8,3.65,18.9,STABLE_NOMINAL
TEL-00619,SEG-12,2026-08-31T14:44:14.400214,2.2,63.0,50.7,36.7,7.59,15.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00620,SEG-05,2026-08-31T14:46:38.400214,4.14,79.3,62.8,8.5,6.26,27.0,CRITICAL_SLOPE_MOVEMENT
TEL-00621,SEG-07,2026-08-31T14:49:02.400214,2.065,31.2,45.0,10.3,1.44,14.9,STABLE_NOMINAL
TEL-00622,SEG-07,2026-08-31T14:51:26.400214,2.576,44.5,57.1,9.3,11.46,16.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00623,SEG-09,2026-08-31T14:53:50.400214,2.564,77.0,50.2,34.7,2.57,19.1,CRITICAL_SLOPE_MOVEMENT
TEL-00624,SEG-09,2026-08-31T14:56:14.400214,2.912,24.5,32.9,15.3,6.32,17.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00625,SEG-03,2026-08-31T14:58:38.400214,1.992,47.7,52.8,38.6,17.58,15.9,CRITICAL_SLOPE_MOVEMENT
TEL-00626,SEG-11,2026-08-31T15:01:02.400214,1.646,54.9,52.3,37.3,4.1,23.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00627,SEG-04,2026-08-31T15:03:26.400214,2.427,36.3,35.2,34.2,13.33,15.8,CRITICAL_SLOPE_MOVEMENT
TEL-00628,SEG-03,2026-08-31T15:05:50.400214,3.537,61.9,58.5,15.4,17.65,25.4,CRITICAL_SLOPE_MOVEMENT
TEL-00629,SEG-06,2026-08-31T15:08:14.400214,0.714,20.7,70.4,18.5,3.56,29.0,STABLE_NOMINAL
TEL-00630,SEG-09,2026-08-31T15:10:38.400214,4.12,24.6,46.8,44.5,7.36,23.4,CRITICAL_SLOPE_MOVEMENT
TEL-00631,SEG-06,2026-08-31T15:13:02.400214,0.773,58.9,76.6,5.9,4.05,26.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00632,SEG-02,2026-08-31T15:15:26.400214,1.84,56.1,42.0,42.3,10.73,23.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00633,SEG-16,2026-08-31T15:17:50.400214,2.61,53.6,31.0,11.3,5.46,17.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00634,SEG-16,2026-08-31T15:20:14.400214,3.473,82.9,31.4,19.9,13.1,17.5,CRITICAL_SLOPE_MOVEMENT
TEL-00635,SEG-08,2026-08-31T15:22:38.400214,3.544,49.5,32.1,14.5,15.45,28.4,CRITICAL_SLOPE_MOVEMENT
TEL-00636,SEG-16,2026-08-31T15:25:02.400214,3.937,49.7,68.0,31.0,15.95,26.7,CRITICAL_SLOPE_MOVEMENT
TEL-00637,SEG-02,2026-08-31T15:27:26.400214,0.794,79.8,34.1,1.8,8.02,24.0,CRITICAL_SLOPE_MOVEMENT
TEL-00638,SEG-13,2026-08-31T15:29:50.400214,1.567,18.4,39.8,26.3,13.04,28.4,CRITICAL_SLOPE_MOVEMENT
TEL-00639,SEG-06,2026-08-31T15:32:14.400214,0.317,76.4,74.8,18.5,15.99,17.6,CRITICAL_SLOPE_MOVEMENT
TEL-00640,SEG-11,2026-08-31T15:34:38.400214,3.974,78.1,48.2,18.5,15.03,14.9,CRITICAL_SLOPE_MOVEMENT
TEL-00641,SEG-07,2026-08-31T15:37:02.400214,1.57,36.7,48.8,14.9,13.8,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00642,SEG-12,2026-08-31T15:39:26.400214,3.423,48.1,74.6,18.4,3.44,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00643,SEG-16,2026-08-31T15:41:50.400214,1.381,51.4,47.8,8.9,14.68,24.1,CRITICAL_SLOPE_MOVEMENT
TEL-00644,SEG-05,2026-08-31T15:44:14.400214,1.101,68.7,75.0,37.2,9.56,15.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00645,SEG-04,2026-08-31T15:46:38.400214,3.252,81.9,57.7,30.2,18.08,28.2,CRITICAL_SLOPE_MOVEMENT
TEL-00646,SEG-11,2026-08-31T15:49:02.400214,1.14,31.5,27.0,18.8,15.84,19.9,CRITICAL_SLOPE_MOVEMENT
TEL-00647,SEG-05,2026-08-31T15:51:26.400214,0.439,73.7,60.9,38.6,4.29,24.4,CRITICAL_SLOPE_MOVEMENT
TEL-00648,SEG-11,2026-08-31T15:53:50.400214,3.508,71.2,25.4,28.0,7.68,15.1,CRITICAL_SLOPE_MOVEMENT
TEL-00649,SEG-14,2026-08-31T15:56:14.400214,2.261,77.8,50.5,25.3,3.48,22.8,CRITICAL_SLOPE_MOVEMENT
TEL-00650,SEG-10,2026-08-31T15:58:38.400214,2.008,79.8,56.0,4.1,1.3,25.9,CRITICAL_SLOPE_MOVEMENT
TEL-00651,SEG-16,2026-08-31T16:01:02.400214,2.801,62.6,39.0,9.7,8.89,14.2,WARNING_ELEVATED_PORE_PRESSURE
TEL-00652,SEG-13,2026-08-31T16:03:26.400214,3.228,65.1,56.6,14.4,4.4,17.4,CRITICAL_SLOPE_MOVEMENT
TEL-00653,SEG-14,2026-08-31T16:05:50.400214,2.002,49.7,55.8,0.7,16.45,16.1,CRITICAL_SLOPE_MOVEMENT
TEL-00654,SEG-08,2026-08-31T16:08:14.400214,1.656,45.6,73.2,40.6,0.66,22.6,STABLE_NOMINAL
TEL-00655,SEG-01,2026-08-31T16:10:38.400214,1.638,17.8,26.5,36.1,13.48,16.6,CRITICAL_SLOPE_MOVEMENT
TEL-00656,SEG-05,2026-08-31T16:13:02.400214,0.534,24.1,31.6,12.5,7.41,22.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00657,SEG-09,2026-08-31T16:15:26.400214,0.583,57.4,62.3,40.0,1.1,28.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00658,SEG-04,2026-08-31T16:17:50.400214,1.567,56.4,74.2,28.6,8.45,17.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00659,SEG-08,2026-08-31T16:20:14.400214,2.368,26.5,27.0,17.2,14.41,20.1,CRITICAL_SLOPE_MOVEMENT
TEL-00660,SEG-12,2026-08-31T16:22:38.400214,1.546,41.8,48.9,42.8,5.49,20.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00661,SEG-02,2026-08-31T16:25:02.400214,2.084,54.0,37.0,26.3,3.9,21.9,WARNING_ELEVATED_PORE_PRESSURE
TEL-00662,SEG-01,2026-08-31T16:27:26.400214,1.408,82.6,76.8,41.4,17.76,23.2,CRITICAL_SLOPE_MOVEMENT
TEL-00663,SEG-14,2026-08-31T16:29:50.400214,1.095,21.1,57.7,17.5,14.0,20.0,CRITICAL_SLOPE_MOVEMENT
TEL-00664,SEG-04,2026-08-31T16:32:14.400214,2.781,84.6,76.3,22.0,6.71,26.6,CRITICAL_SLOPE_MOVEMENT
TEL-00665,SEG-02,2026-08-31T16:34:38.400214,1.007,83.2,54.9,32.2,2.25,26.2,CRITICAL_SLOPE_MOVEMENT
TEL-00666,SEG-04,2026-08-31T16:37:02.400214,0.809,54.8,34.9,30.4,15.36,18.1,CRITICAL_SLOPE_MOVEMENT
TEL-00667,SEG-13,2026-08-31T16:39:26.400214,2.299,76.9,37.4,27.7,14.17,23.7,CRITICAL_SLOPE_MOVEMENT
TEL-00668,SEG-02,2026-08-31T16:41:50.400214,3.649,30.9,75.9,29.3,16.57,19.7,CRITICAL_SLOPE_MOVEMENT
TEL-00669,SEG-10,2026-08-31T16:44:14.400214,2.602,41.2,57.1,28.3,8.57,18.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00670,SEG-09,2026-08-31T16:46:38.400214,3.66,27.6,62.8,37.5,6.27,22.8,CRITICAL_SLOPE_MOVEMENT
TEL-00671,SEG-03,2026-08-31T16:49:02.400214,2.296,76.5,48.9,39.2,17.64,24.7,CRITICAL_SLOPE_MOVEMENT
TEL-00672,SEG-11,2026-08-31T16:51:26.400214,2.099,39.8,43.2,16.1,4.74,14.6,STABLE_NOMINAL
TEL-00673,SEG-04,2026-08-31T16:53:50.400214,2.183,75.7,35.3,10.0,11.12,26.6,CRITICAL_SLOPE_MOVEMENT
TEL-00674,SEG-10,2026-08-31T16:56:14.400214,3.623,26.5,71.7,14.3,1.14,19.8,CRITICAL_SLOPE_MOVEMENT
TEL-00675,SEG-05,2026-08-31T16:58:38.400214,1.867,19.3,43.4,18.9,10.52,24.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00676,SEG-09,2026-08-31T17:01:02.400214,3.896,56.5,64.0,40.0,7.26,24.4,CRITICAL_SLOPE_MOVEMENT
TEL-00677,SEG-14,2026-08-31T17:03:26.400214,1.528,79.1,66.1,14.0,17.9,24.6,CRITICAL_SLOPE_MOVEMENT
TEL-00678,SEG-02,2026-08-31T17:05:50.400214,0.106,82.0,66.7,20.6,15.99,16.8,CRITICAL_SLOPE_MOVEMENT
TEL-00679,SEG-13,2026-08-31T17:08:14.400214,2.489,20.4,34.7,7.8,4.89,20.6,STABLE_NOMINAL
TEL-00680,SEG-15,2026-08-31T17:10:38.400214,3.737,16.1,47.8,14.4,7.02,27.2,CRITICAL_SLOPE_MOVEMENT
TEL-00681,SEG-14,2026-08-31T17:13:02.400214,1.172,15.3,62.9,19.2,1.74,23.2,STABLE_NOMINAL
TEL-00682,SEG-06,2026-08-31T17:15:26.400214,3.956,30.3,28.9,21.0,15.48,26.2,CRITICAL_SLOPE_MOVEMENT
TEL-00683,SEG-01,2026-08-31T17:17:50.400214,0.924,41.1,57.4,7.7,5.57,17.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00684,SEG-14,2026-08-31T17:20:14.400214,2.578,45.1,49.0,0.9,0.69,24.9,STABLE_NOMINAL
TEL-00685,SEG-11,2026-08-31T17:22:38.400214,1.833,55.4,74.1,1.0,3.12,24.3,WARNING_ELEVATED_PORE_PRESSURE
TEL-00686,SEG-14,2026-08-31T17:25:02.400214,1.53,21.1,62.7,21.1,6.64,28.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00687,SEG-02,2026-08-31T17:27:26.400214,0.469,41.8,37.1,8.2,3.55,27.1,STABLE_NOMINAL
TEL-00688,SEG-03,2026-08-31T17:29:50.400214,3.273,24.4,29.9,25.3,1.89,25.4,CRITICAL_SLOPE_MOVEMENT
TEL-00689,SEG-11,2026-08-31T17:32:14.400214,0.74,78.3,27.1,6.3,1.63,18.6,CRITICAL_SLOPE_MOVEMENT
TEL-00690,SEG-01,2026-08-31T17:34:38.400214,2.283,61.7,51.2,21.9,2.75,25.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00691,SEG-14,2026-08-31T17:37:02.400214,3.09,45.5,69.2,4.4,8.69,15.6,CRITICAL_SLOPE_MOVEMENT
TEL-00692,SEG-15,2026-08-31T17:39:26.400214,3.882,56.2,43.9,3.1,10.43,17.9,CRITICAL_SLOPE_MOVEMENT
TEL-00693,SEG-14,2026-08-31T17:41:50.400214,3.488,55.7,59.4,6.0,13.87,17.4,CRITICAL_SLOPE_MOVEMENT
TEL-00694,SEG-13,2026-08-31T17:44:14.400214,1.381,79.5,72.9,44.3,11.21,25.3,CRITICAL_SLOPE_MOVEMENT
TEL-00695,SEG-04,2026-08-31T17:46:38.400214,3.488,50.7,30.1,32.1,15.24,27.2,CRITICAL_SLOPE_MOVEMENT
TEL-00696,SEG-01,2026-08-31T17:49:02.400214,1.577,32.7,64.7,29.3,2.63,15.7,STABLE_NOMINAL
TEL-00697,SEG-07,2026-08-31T17:51:26.400214,1.047,52.1,70.6,0.6,18.27,18.3,CRITICAL_SLOPE_MOVEMENT
TEL-00698,SEG-01,2026-08-31T17:53:50.400214,2.138,17.8,64.8,17.8,7.38,26.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00699,SEG-03,2026-08-31T17:56:14.400214,2.311,78.5,48.3,36.4,11.68,23.4,CRITICAL_SLOPE_MOVEMENT
TEL-00700,SEG-02,2026-08-31T17:58:38.400214,0.235,42.0,30.1,34.6,13.21,18.9,CRITICAL_SLOPE_MOVEMENT
TEL-00701,SEG-03,2026-08-31T18:01:02.400214,2.29,25.3,73.7,21.8,18.01,28.3,CRITICAL_SLOPE_MOVEMENT
TEL-00702,SEG-16,2026-08-31T18:03:26.400214,3.611,52.4,27.5,3.9,14.68,23.0,CRITICAL_SLOPE_MOVEMENT
TEL-00703,SEG-11,2026-08-31T18:05:50.400214,3.777,84.1,63.0,34.4,2.33,22.0,CRITICAL_SLOPE_MOVEMENT
TEL-00704,SEG-05,2026-08-31T18:08:14.400214,3.707,17.0,44.0,18.7,14.72,25.4,CRITICAL_SLOPE_MOVEMENT
TEL-00705,SEG-14,2026-08-31T18:10:38.400214,1.162,83.0,77.1,7.8,11.18,22.4,CRITICAL_SLOPE_MOVEMENT
TEL-00706,SEG-10,2026-08-31T18:13:02.400214,0.626,36.7,70.1,32.7,15.81,27.2,CRITICAL_SLOPE_MOVEMENT
TEL-00707,SEG-10,2026-08-31T18:15:26.400214,3.961,36.0,74.5,22.6,12.18,14.9,CRITICAL_SLOPE_MOVEMENT
TEL-00708,SEG-13,2026-08-31T18:17:50.400214,2.195,29.8,34.0,18.0,1.82,18.8,STABLE_NOMINAL
TEL-00709,SEG-10,2026-08-31T18:20:14.400214,2.652,73.9,36.9,24.4,7.3,26.3,CRITICAL_SLOPE_MOVEMENT
TEL-00710,SEG-06,2026-08-31T18:22:38.400214,2.344,15.2,72.1,16.9,18.3,20.8,CRITICAL_SLOPE_MOVEMENT
TEL-00711,SEG-06,2026-08-31T18:25:02.400214,1.772,22.3,64.4,38.0,0.85,21.9,STABLE_NOMINAL
TEL-00712,SEG-07,2026-08-31T18:27:26.400214,3.988,79.7,35.0,22.5,7.02,24.0,CRITICAL_SLOPE_MOVEMENT
TEL-00713,SEG-07,2026-08-31T18:29:50.400214,3.026,31.0,39.2,35.4,4.06,16.7,CRITICAL_SLOPE_MOVEMENT
TEL-00714,SEG-08,2026-08-31T18:32:14.400214,0.184,63.4,31.9,2.0,17.84,23.5,CRITICAL_SLOPE_MOVEMENT
TEL-00715,SEG-12,2026-08-31T18:34:38.400214,2.636,59.0,63.7,40.5,10.96,18.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00716,SEG-08,2026-08-31T18:37:02.400214,2.66,57.7,25.3,39.8,4.37,17.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00717,SEG-13,2026-08-31T18:39:26.400214,3.443,27.6,28.4,37.6,13.18,21.2,CRITICAL_SLOPE_MOVEMENT
TEL-00718,SEG-05,2026-08-31T18:41:50.400214,1.322,52.0,56.0,22.1,16.41,25.9,CRITICAL_SLOPE_MOVEMENT
TEL-00719,SEG-08,2026-08-31T18:44:14.400214,1.27,43.1,64.5,41.7,16.83,14.7,CRITICAL_SLOPE_MOVEMENT
TEL-00720,SEG-08,2026-08-31T18:46:38.400214,1.517,84.6,73.8,17.3,16.29,16.6,CRITICAL_SLOPE_MOVEMENT
TEL-00721,SEG-12,2026-08-31T18:49:02.400214,2.927,69.7,68.7,27.5,7.42,27.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00722,SEG-15,2026-08-31T18:51:26.400214,2.627,22.0,55.4,22.5,16.22,18.7,CRITICAL_SLOPE_MOVEMENT
TEL-00723,SEG-14,2026-08-31T18:53:50.400214,2.194,68.3,32.6,29.0,4.24,18.0,WARNING_ELEVATED_PORE_PRESSURE
TEL-00724,SEG-16,2026-08-31T18:56:14.400214,3.916,55.8,30.3,4.7,3.63,28.6,CRITICAL_SLOPE_MOVEMENT
TEL-00725,SEG-04,2026-08-31T18:58:38.400214,1.301,69.3,72.1,26.1,3.46,19.7,WARNING_ELEVATED_PORE_PRESSURE
TEL-00726,SEG-08,2026-08-31T19:01:02.400214,3.591,53.8,61.2,29.8,8.12,22.9,CRITICAL_SLOPE_MOVEMENT
TEL-00727,SEG-06,2026-08-31T19:03:26.400214,2.389,68.2,25.2,44.2,2.76,19.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00728,SEG-14,2026-08-31T19:05:50.400214,3.745,62.8,25.3,43.2,10.68,26.4,CRITICAL_SLOPE_MOVEMENT
TEL-00729,SEG-08,2026-08-31T19:08:14.400214,3.469,79.2,49.1,3.3,14.31,23.8,CRITICAL_SLOPE_MOVEMENT
TEL-00730,SEG-06,2026-08-31T19:10:38.400214,3.042,33.7,28.8,19.5,16.3,26.7,CRITICAL_SLOPE_MOVEMENT
TEL-00731,SEG-03,2026-08-31T19:13:02.400214,2.038,41.1,52.3,37.5,16.34,17.1,CRITICAL_SLOPE_MOVEMENT
TEL-00732,SEG-08,2026-08-31T19:15:26.400214,1.355,50.1,41.0,2.5,14.52,15.9,CRITICAL_SLOPE_MOVEMENT
TEL-00733,SEG-13,2026-08-31T19:17:50.400214,1.445,34.0,60.7,42.6,15.14,20.1,CRITICAL_SLOPE_MOVEMENT
TEL-00734,SEG-10,2026-08-31T19:20:14.400214,0.239,53.8,36.2,13.8,7.36,23.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00735,SEG-13,2026-08-31T19:22:38.400214,0.395,16.4,73.9,21.6,16.51,21.3,CRITICAL_SLOPE_MOVEMENT
TEL-00736,SEG-15,2026-08-31T19:25:02.400214,0.343,70.9,55.4,9.0,17.01,15.4,CRITICAL_SLOPE_MOVEMENT
TEL-00737,SEG-07,2026-08-31T19:27:26.400214,2.866,21.1,45.7,31.6,2.62,27.0,STABLE_NOMINAL
TEL-00738,SEG-03,2026-08-31T19:29:50.400214,1.365,67.9,45.6,0.7,6.54,27.8,WARNING_ELEVATED_PORE_PRESSURE
TEL-00739,SEG-12,2026-08-31T19:32:14.400214,1.468,32.7,35.9,5.9,17.79,21.5,CRITICAL_SLOPE_MOVEMENT
TEL-00740,SEG-02,2026-08-31T19:34:38.400214,2.497,31.1,76.9,34.5,1.16,15.6,STABLE_NOMINAL
TEL-00741,SEG-03,2026-08-31T19:37:02.400214,2.155,72.1,39.3,24.6,15.92,16.1,CRITICAL_SLOPE_MOVEMENT
TEL-00742,SEG-02,2026-08-31T19:39:26.400214,1.705,51.9,41.6,5.8,9.34,21.4,WARNING_ELEVATED_PORE_PRESSURE
TEL-00743,SEG-04,2026-08-31T19:41:50.400214,2.743,24.6,46.3,4.2,2.77,23.3,STABLE_NOMINAL
TEL-00744,SEG-13,2026-08-31T19:44:14.400214,2.988,24.0,38.5,5.1,4.33,21.8,STABLE_NOMINAL
TEL-00745,SEG-02,2026-08-31T19:46:38.400214,0.973,64.9,34.5,4.5,5.13,24.5,WARNING_ELEVATED_PORE_PRESSURE
TEL-00746,SEG-14,2026-08-31T19:49:02.400214,1.545,30.0,40.8,27.7,12.62,24.8,CRITICAL_SLOPE_MOVEMENT
TEL-00747,SEG-09,2026-08-31T19:51:26.400214,3.86,24.7,36.1,8.5,6.35,18.9,CRITICAL_SLOPE_MOVEMENT
TEL-00748,SEG-14,2026-08-31T19:53:50.400214,1.139,23.8,56.7,37.6,4.83,24.9,STABLE_NOMINAL
TEL-00749,SEG-14,2026-08-31T19:56:14.400214,2.366,78.3,32.9,6.6,2.38,19.6,CRITICAL_SLOPE_MOVEMENT
TEL-00750,SEG-14,2026-08-31T19:58:38.400214,0.31,23.9,71.1,37.1,5.98,27.1,WARNING_ELEVATED_PORE_PRESSURE
TEL-00751,SEG-12,2026-08-31T20:01:02.400214,2.549,39.3,46.2,42.0,15.31,14.9,CRITICAL_SLOPE_MOVEMENT
TEL-00752,SEG-03,2026-08-31T20:03:26.400214,3.31,50.0,33.4,25.4,4.06,20.5,CRITICAL_SLOPE_MOVEMENT
TEL-00753,SEG-09,2026-08-31T20:05:50.400214,0.383,28.1,35.7,42.0,9.97,27.7,WARNING_ELEVATED_PORE_PRESSURE
